wordCutOff = 0
featCutOff = 0
charCutOff = 0
initRange = 0.01
maxIter = 1000
batchSize = 1
adaEps = 1e-06
adaAlpha = 0.01
regParameter = 1e-08
dropProb = 0
linearHiddenSize = 30
hiddenSize = 200
rnnHiddenSize = 300
wordEmbSize = 50
wordcontext = 2
wordEmbFineTune = 1
charEmbSize = 50
charcontext = 2
charEmbFineTune = 1
charhiddenSize = 50
verboseIter = 100
saveItermediate = 1
train = 0
maxInstance = -1
outBest = 
relu = 0
seg = 0
atomLayers = 1
rnnLayers = 1

instance num: 16091

instance num: 803
Creating Alphabet...
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
Label num: 32
Total word num: 34336
Total char num: 4085
Total feature num: 905734
Remain feature num: 905734
Remain words num: 34338
Remain char num: 4087
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
100 200 300 400 500 600 700 800 803 
0 
##### Iteration 0
current: 100, total block: 16091
Cost = 0, Tag Correct(%) = 0.87045
current: 15309, total block: 16091
Cost = 6, Tag Correct(%) = 0.870432
current: 15409, total block: 16091
Cost = 1, Tag Correct(%) = 0.870427
current: 15509, total block: 16091
Cost = 4, Tag Correct(%) = 0.870493
current: 15609, total block: 16091
Cost = 5, Tag Correct(%) = 0.870592
current: 15709, total block: 16091
Cost = 3, Tag Correct(%) = 0.870646
current: 15809, total block: 16091
Cost = 0, Tag Correct(%) = 0.870683
current: 15909, total block: 16091
Cost = 3, Tag Correct(%) = 0.870759
current: 16009, total block: 16091
Cost = 6, Tag Correct(%) = 0.870798
Accuracy:	P=19162/20454=0.936834
Exceeds best previous performance of 0.927936. Saving model file..
##### Iteration 2
current: 18, total block: 16091
Cost = 3, Tag Correct(%) = 0.90161
current: 118, total block: 16091
Cost = 3, Tag Correct(%) = 0.910126
current: 218, total block: 16091
Cost = 1, Tag Correct(%) = 0.906604
current: 318, total block: 16091
Cost = 3, Tag Correct(%) = 0.901791
current: 418, total block: 16091
Cost = 3, Tag Correct(%) = 0.902482
current: 518, total block: 16091
Cost = 6, Tag Correct(%) = 0.902912
current: 618, total block: 16091
Cost = 1, Tag Correct(%) = 0.90246
current: 718, total block: 16091
Cost = 2, Tag Correct(%) = 0.901039
current: 818, total block: 16091
Cost = 2, Tag Correct(%) = 0.900916
current: 918, total block: 16091
Cost = 5, Tag Correct(%) = 0.902
current: 1018, total block: 16091
Cost = 7, Tag Correct(%) = 0.901692
current: 1118, total block: 16091
Cost = 2, Tag Correct(%) = 0.902512
current: 1218, total block: 16091
Cost = 1, Tag Correct(%) = 0.902289
current: 1318, total block: 16091
Cost = 3, Tag Correct(%) = 0.901915
current: 1418, total block: 16091
Cost = 4, Tag Correct(%) = 0.901586
current: 1518, total block: 16091
Cost = 1, Tag Correct(%) = 0.902
current: 1618, total block: 16091
Cost = 2, Tag Correct(%) = 0.902107
current: 1718, total block: 16091
Cost = 1, Tag Correct(%) = 0.902502
current: 1818, total block: 16091
Cost = 1, Tag Correct(%) = 0.902798
current: 1918, total block: 16091
Cost = 6, Tag Correct(%) = 0.902157
current: 2018, total block: 16091
Cost = 1, Tag Correct(%) = 0.902098
current: 2118, total block: 16091
Cost = 0, Tag Correct(%) = 0.901737
current: 2218, total block: 16091
Cost = 5, Tag Correct(%) = 0.90131
current: 2318, total block: 16091
Cost = 4, Tag Correct(%) = 0.901375
current: 2418, total block: 16091
Cost = 2, Tag Correct(%) = 0.901364
current: 2518, total block: 16091
Cost = 1, Tag Correct(%) = 0.901179
current: 2618, total block: 16091
Cost = 3, Tag Correct(%) = 0.901227
current: 2718, total block: 16091
Cost = 4, Tag Correct(%) = 0.901424
current: 2818, total block: 16091
Cost = 0, Tag Correct(%) = 0.901561
current: 2918, total block: 16091
Cost = 1, Tag Correct(%) = 0.901744
current: 3018, total block: 16091
Cost = 1, Tag Correct(%) = 0.901623
current: 3118, total block: 16091
Cost = 5, Tag Correct(%) = 0.90148
current: 3218, total block: 16091
Cost = 3, Tag Correct(%) = 0.901358
current: 3318, total block: 16091
Cost = 10, Tag Correct(%) = 0.901018
current: 3418, total block: 16091
Cost = 1, Tag Correct(%) = 0.901425
current: 3518, total block: 16091
Cost = 1, Tag Correct(%) = 0.901489
current: 3618, total block: 16091
Cost = 3, Tag Correct(%) = 0.901572
current: 3718, total block: 16091
Cost = 0, Tag Correct(%) = 0.901758
current: 3818, total block: 16091
Cost = 3, Tag Correct(%) = 0.901714
current: 3918, total block: 16091
Cost = 3, Tag Correct(%) = 0.901668
current: 4018, total block: 16091
Cost = 1, Tag Correct(%) = 0.901702
current: 4118, total block: 16091
Cost = 4, Tag Correct(%) = 0.901845
current: 4218, total block: 16091
Cost = 1, Tag Correct(%) = 0.901838
current: 4318, total block: 16091
Cost = 0, Tag Correct(%) = 0.902174
current: 4418, total block: 16091
Cost = 4, Tag Correct(%) = 0.901959
current: 4518, total block: 16091
Cost = 0, Tag Correct(%) = 0.901997
current: 4618, total block: 16091
Cost = 0, Tag Correct(%) = 0.90173
current: 4718, total block: 16091
Cost = 5, Tag Correct(%) = 0.901549
current: 4818, total block: 16091
Cost = 1, Tag Correct(%) = 0.901775
current: 4918, total block: 16091
Cost = 2, Tag Correct(%) = 0.901776
current: 5018, total block: 16091
Cost = 3, Tag Correct(%) = 0.901852
current: 5118, total block: 16091
Cost = 0, Tag Correct(%) = 0.901754
current: 5218, total block: 16091
Cost = 0, Tag Correct(%) = 0.901686
current: 5318, total block: 16091
Cost = 5, Tag Correct(%) = 0.901951
current: 5418, total block: 16091
Cost = 2, Tag Correct(%) = 0.901702
current: 5518, total block: 16091
Cost = 0, Tag Correct(%) = 0.901592
current: 5618, total block: 16091
Cost = 2, Tag Correct(%) = 0.901965
current: 5718, total block: 16091
Cost = 5, Tag Correct(%) = 0.901813
current: 5818, total block: 16091
Cost = 3, Tag Correct(%) = 0.901895
current: 5918, total block: 16091
Cost = 4, Tag Correct(%) = 0.901898
current: 6018, total block: 16091
Cost = 4, Tag Correct(%) = 0.902143
current: 6118, total block: 16091
Cost = 2, Tag Correct(%) = 0.902242
current: 6218, total block: 16091
Cost = 0, Tag Correct(%) = 0.902357
current: 6318, total block: 16091
Cost = 1, Tag Correct(%) = 0.902524
current: 6418, total block: 16091
Cost = 8, Tag Correct(%) = 0.902809
current: 6518, total block: 16091
Cost = 2, Tag Correct(%) = 0.903117
current: 6618, total block: 16091
Cost = 0, Tag Correct(%) = 0.903275
current: 6718, total block: 16091
Cost = 0, Tag Correct(%) = 0.903224
current: 6818, total block: 16091
Cost = 1, Tag Correct(%) = 0.903279
current: 6918, total block: 16091
Cost = 1, Tag Correct(%) = 0.903167
current: 7018, total block: 16091
Cost = 4, Tag Correct(%) = 0.90334
current: 7118, total block: 16091
Cost = 5, Tag Correct(%) = 0.903367
current: 7218, total block: 16091
Cost = 13, Tag Correct(%) = 0.903473
current: 7318, total block: 16091
Cost = 2, Tag Correct(%) = 0.903394
current: 7418, total block: 16091
Cost = 0, Tag Correct(%) = 0.903406
current: 7518, total block: 16091
Cost = 2, Tag Correct(%) = 0.903429
current: 7618, total block: 16091
Cost = 2, Tag Correct(%) = 0.903519
current: 7718, total block: 16091
Cost = 1, Tag Correct(%) = 0.90368
current: 7818, total block: 16091
Cost = 1, Tag Correct(%) = 0.903536
current: 7918, total block: 16091
Cost = 0, Tag Correct(%) = 0.903421
current: 8018, total block: 16091
Cost = 2, Tag Correct(%) = 0.903517
current: 8118, total block: 16091
Cost = 3, Tag Correct(%) = 0.903567
current: 8218, total block: 16091
Cost = 1, Tag Correct(%) = 0.903585
current: 8318, total block: 16091
Cost = 0, Tag Correct(%) = 0.903668
current: 8418, total block: 16091
Cost = 2, Tag Correct(%) = 0.903642
current: 8518, total block: 16091
Cost = 6, Tag Correct(%) = 0.903689
current: 8618, total block: 16091
Cost = 12, Tag Correct(%) = 0.903697
current: 8718, total block: 16091
Cost = 11, Tag Correct(%) = 0.903632
current: 8818, total block: 16091
Cost = 4, Tag Correct(%) = 0.903668
current: 8918, total block: 16091
Cost = 8, Tag Correct(%) = 0.903582
current: 9018, total block: 16091
Cost = 3, Tag Correct(%) = 0.903508
current: 9118, total block: 16091
Cost = 10, Tag Correct(%) = 0.903497
current: 9218, total block: 16091
Cost = 3, Tag Correct(%) = 0.903473
current: 9318, total block: 16091
Cost = 8, Tag Correct(%) = 0.903411
current: 9418, total block: 16091
Cost = 3, Tag Correct(%) = 0.903434
current: 9518, total block: 16091
Cost = 1, Tag Correct(%) = 0.903564
current: 9618, total block: 16091
Cost = 3, Tag Correct(%) = 0.903431
current: 9718, total block: 16091
Cost = 5, Tag Correct(%) = 0.903359
current: 9818, total block: 16091
Cost = 11, Tag Correct(%) = 0.90343
current: 9918, total block: 16091
Cost = 0, Tag Correct(%) = 0.903356
current: 10018, total block: 16091
Cost = 0, Tag Correct(%) = 0.903307
current: 10118, total block: 16091
Cost = 1, Tag Correct(%) = 0.90334
current: 10218, total block: 16091
Cost = 0, Tag Correct(%) = 0.90333
current: 10318, total block: 16091
Cost = 5, Tag Correct(%) = 0.903317
current: 10418, total block: 16091
Cost = 6, Tag Correct(%) = 0.903265
current: 10518, total block: 16091
Cost = 4, Tag Correct(%) = 0.903244
current: 10618, total block: 16091
Cost = 3, Tag Correct(%) = 0.903278
current: 10718, total block: 16091
Cost = 1, Tag Correct(%) = 0.903344
current: 10818, total block: 16091
Cost = 1, Tag Correct(%) = 0.903368
current: 10918, total block: 16091
Cost = 2, Tag Correct(%) = 0.903337
current: 11018, total block: 16091
Cost = 2, Tag Correct(%) = 0.903423
current: 11118, total block: 16091
Cost = 0, Tag Correct(%) = 0.903389
current: 11218, total block: 16091
Cost = 2, Tag Correct(%) = 0.90345
current: 11318, total block: 16091
Cost = 6, Tag Correct(%) = 0.903321
current: 11418, total block: 16091
Cost = 2, Tag Correct(%) = 0.903405
current: 11518, total block: 16091
Cost = 0, Tag Correct(%) = 0.903363
current: 11618, total block: 16091
Cost = 0, Tag Correct(%) = 0.903407
current: 11718, total block: 16091
Cost = 3, Tag Correct(%) = 0.903431
current: 11818, total block: 16091
Cost = 0, Tag Correct(%) = 0.903487
current: 11918, total block: 16091
Cost = 5, Tag Correct(%) = 0.90346
current: 12018, total block: 16091
Cost = 3, Tag Correct(%) = 0.90354
current: 12118, total block: 16091
Cost = 3, Tag Correct(%) = 0.903605
current: 12218, total block: 16091
Cost = 3, Tag Correct(%) = 0.903678
current: 12318, total block: 16091
Cost = 3, Tag Correct(%) = 0.903651
current: 12418, total block: 16091
Cost = 5, Tag Correct(%) = 0.903631
current: 12518, total block: 16091
Cost = 0, Tag Correct(%) = 0.903608
current: 12618, total block: 16091
Cost = 0, Tag Correct(%) = 0.903587
current: 12718, total block: 16091
Cost = 3, Tag Correct(%) = 0.90362
current: 12818, total block: 16091
Cost = 3, Tag Correct(%) = 0.903653
current: 12918, total block: 16091
Cost = 0, Tag Correct(%) = 0.903655
current: 13018, total block: 16091
Cost = 3, Tag Correct(%) = 0.903597
current: 13118, total block: 16091
Cost = 1, Tag Correct(%) = 0.903506
current: 13218, total block: 16091
Cost = 1, Tag Correct(%) = 0.903521
current: 13318, total block: 16091
Cost = 4, Tag Correct(%) = 0.903505
current: 13418, total block: 16091
Cost = 1, Tag Correct(%) = 0.903542
current: 13518, total block: 16091
Cost = 0, Tag Correct(%) = 0.903563
current: 13618, total block: 16091
Cost = 0, Tag Correct(%) = 0.903491
current: 13718, total block: 16091
Cost = 0, Tag Correct(%) = 0.903387
current: 13818, total block: 16091
Cost = 2, Tag Correct(%) = 0.903412
current: 13918, total block: 16091
Cost = 0, Tag Correct(%) = 0.903398
current: 14018, total block: 16091
Cost = 25, Tag Correct(%) = 0.903306
current: 14118, total block: 16091
Cost = 2, Tag Correct(%) = 0.903382
current: 14218, total block: 16091
Cost = 7, Tag Correct(%) = 0.903423
current: 14318, total block: 16091
Cost = 4, Tag Correct(%) = 0.903329
current: 14418, total block: 16091
Cost = 0, Tag Correct(%) = 0.903314
current: 14518, total block: 16091
Cost = 5, Tag Correct(%) = 0.903348
current: 14618, total block: 16091
Cost = 2, Tag Correct(%) = 0.903231
current: 14718, total block: 16091
Cost = 5, Tag Correct(%) = 0.903235
current: 14818, total block: 16091
Cost = 0, Tag Correct(%) = 0.903255
current: 14918, total block: 16091
Cost = 8, Tag Correct(%) = 0.903266
current: 15018, total block: 16091
Cost = 7, Tag Correct(%) = 0.903253
current: 15118, total block: 16091
Cost = 4, Tag Correct(%) = 0.903291
current: 15218, total block: 16091
Cost = 3, Tag Correct(%) = 0.903311
current: 15318, total block: 16091
Cost = 1, Tag Correct(%) = 0.903319
current: 15418, total block: 16091
Cost = 7, Tag Correct(%) = 0.903251
current: 15518, total block: 16091
Cost = 1, Tag Correct(%) = 0.903305
current: 15618, total block: 16091
Cost = 2, Tag Correct(%) = 0.903238
current: 15718, total block: 16091
Cost = 4, Tag Correct(%) = 0.903214
current: 15818, total block: 16091
Cost = 12, Tag Correct(%) = 0.903247
current: 15918, total block: 16091
Cost = 0, Tag Correct(%) = 0.903269
current: 16018, total block: 16091
Cost = 2, Tag Correct(%) = 0.903226
Accuracy:	P=19231/20454=0.940207
Exceeds best previous performance of 0.936834. Saving model file..
##### Iteration 3
current: 27, total block: 16091
Cost = 0, Tag Correct(%) = 0.936575
current: 127, total block: 16091
Cost = 5, Tag Correct(%) = 0.920721
current: 227, total block: 16091
Cost = 0, Tag Correct(%) = 0.923557
current: 327, total block: 16091
Cost = 0, Tag Correct(%) = 0.926777
current: 427, total block: 16091
Cost = 4, Tag Correct(%) = 0.925443
current: 527, total block: 16091
Cost = 0, Tag Correct(%) = 0.926448
current: 627, total block: 16091
Cost = 0, Tag Correct(%) = 0.924602
current: 727, total block: 16091
Cost = 3, Tag Correct(%) = 0.926195
current: 827, total block: 16091
Cost = 0, Tag Correct(%) = 0.925031
current: 927, total block: 16091
Cost = 1, Tag Correct(%) = 0.923887
current: 1027, total block: 16091
Cost = 0, Tag Correct(%) = 0.92392
current: 1127, total block: 16091
Cost = 0, Tag Correct(%) = 0.925026
current: 1227, total block: 16091
Cost = 2, Tag Correct(%) = 0.924995
current: 1327, total block: 16091
Cost = 1, Tag Correct(%) = 0.924822
current: 1427, total block: 16091
Cost = 0, Tag Correct(%) = 0.924641
current: 1527, total block: 16091
Cost = 4, Tag Correct(%) = 0.924449
current: 1627, total block: 16091
Cost = 4, Tag Correct(%) = 0.924475
current: 1727, total block: 16091
Cost = 0, Tag Correct(%) = 0.92469
current: 1827, total block: 16091
Cost = 5, Tag Correct(%) = 0.924631
current: 1927, total block: 16091
Cost = 4, Tag Correct(%) = 0.923266
current: 2027, total block: 16091
Cost = 1, Tag Correct(%) = 0.922898
current: 2127, total block: 16091
Cost = 4, Tag Correct(%) = 0.922907
current: 2227, total block: 16091
Cost = 8, Tag Correct(%) = 0.922898
current: 2327, total block: 16091
Cost = 1, Tag Correct(%) = 0.922904
current: 2427, total block: 16091
Cost = 0, Tag Correct(%) = 0.922572
current: 2527, total block: 16091
Cost = 1, Tag Correct(%) = 0.92259
current: 2627, total block: 16091
Cost = 4, Tag Correct(%) = 0.922373
current: 2727, total block: 16091
Cost = 3, Tag Correct(%) = 0.921964
current: 2827, total block: 16091
Cost = 0, Tag Correct(%) = 0.92201
current: 2927, total block: 16091
Cost = 3, Tag Correct(%) = 0.922212
current: 3027, total block: 16091
Cost = 1, Tag Correct(%) = 0.922258
current: 3127, total block: 16091
Cost = 9, Tag Correct(%) = 0.922405
current: 3227, total block: 16091
Cost = 2, Tag Correct(%) = 0.922692
current: 3327, total block: 16091
Cost = 4, Tag Correct(%) = 0.922776
current: 3427, total block: 16091
Cost = 4, Tag Correct(%) = 0.922819
current: 3527, total block: 16091
Cost = 0, Tag Correct(%) = 0.92255
current: 3627, total block: 16091
Cost = 3, Tag Correct(%) = 0.922717
current: 3727, total block: 16091
Cost = 0, Tag Correct(%) = 0.922652
current: 3827, total block: 16091
Cost = 0, Tag Correct(%) = 0.922887
current: 3927, total block: 16091
Cost = 6, Tag Correct(%) = 0.922705
current: 4027, total block: 16091
Cost = 3, Tag Correct(%) = 0.922765
current: 4127, total block: 16091
Cost = 1, Tag Correct(%) = 0.922531
current: 4227, total block: 16091
Cost = 3, Tag Correct(%) = 0.922324
current: 4327, total block: 16091
Cost = 0, Tag Correct(%) = 0.922411
current: 4427, total block: 16091
Cost = 4, Tag Correct(%) = 0.922157
current: 4527, total block: 16091
Cost = 0, Tag Correct(%) = 0.9223
current: 4627, total block: 16091
Cost = 5, Tag Correct(%) = 0.922357
current: 4727, total block: 16091
Cost = 7, Tag Correct(%) = 0.922208
current: 4827, total block: 16091
Cost = 0, Tag Correct(%) = 0.922248
current: 4927, total block: 16091
Cost = 0, Tag Correct(%) = 0.922323
current: 5027, total block: 16091
Cost = 2, Tag Correct(%) = 0.922152
current: 5127, total block: 16091
Cost = 1, Tag Correct(%) = 0.922201
current: 5227, total block: 16091
Cost = 3, Tag Correct(%) = 0.922281
current: 5327, total block: 16091
Cost = 0, Tag Correct(%) = 0.922554
current: 5427, total block: 16091
Cost = 1, Tag Correct(%) = 0.922574
current: 5527, total block: 16091
Cost = 0, Tag Correct(%) = 0.922497
current: 5627, total block: 16091
Cost = 0, Tag Correct(%) = 0.92247
current: 5727, total block: 16091
Cost = 0, Tag Correct(%) = 0.922471
current: 5827, total block: 16091
Cost = 2, Tag Correct(%) = 0.922477
current: 5927, total block: 16091
Cost = 4, Tag Correct(%) = 0.922634
current: 6027, total block: 16091
Cost = 2, Tag Correct(%) = 0.922606
current: 6127, total block: 16091
Cost = 6, Tag Correct(%) = 0.922706
current: 6227, total block: 16091
Cost = 0, Tag Correct(%) = 0.922616
current: 6327, total block: 16091
Cost = 0, Tag Correct(%) = 0.922723
current: 6427, total block: 16091
Cost = 5, Tag Correct(%) = 0.92268
current: 6527, total block: 16091
Cost = 2, Tag Correct(%) = 0.922524
current: 6627, total block: 16091
Cost = 2, Tag Correct(%) = 0.922631
current: 6727, total block: 16091
Cost = 6, Tag Correct(%) = 0.922504
current: 6827, total block: 16091
Cost = 3, Tag Correct(%) = 0.922494
current: 6927, total block: 16091
Cost = 0, Tag Correct(%) = 0.922487
current: 7027, total block: 16091
Cost = 1, Tag Correct(%) = 0.922411
current: 7127, total block: 16091
Cost = 5, Tag Correct(%) = 0.922449
current: 7227, total block: 16091
Cost = 2, Tag Correct(%) = 0.922358
current: 7327, total block: 16091
Cost = 9, Tag Correct(%) = 0.922298
current: 7427, total block: 16091
Cost = 1, Tag Correct(%) = 0.922262
current: 7527, total block: 16091
Cost = 0, Tag Correct(%) = 0.922113
current: 7627, total block: 16091
Cost = 1, Tag Correct(%) = 0.92222
current: 7727, total block: 16091
Cost = 2, Tag Correct(%) = 0.922178
current: 7827, total block: 16091
Cost = 2, Tag Correct(%) = 0.922158
current: 7927, total block: 16091
Cost = 5, Tag Correct(%) = 0.922244
current: 8027, total block: 16091
Cost = 1, Tag Correct(%) = 0.922178
current: 8127, total block: 16091
Cost = 2, Tag Correct(%) = 0.922075
current: 8227, total block: 16091
Cost = 7, Tag Correct(%) = 0.921979
current: 8327, total block: 16091
Cost = 2, Tag Correct(%) = 0.922045
current: 8427, total block: 16091
Cost = 0, Tag Correct(%) = 0.922036
current: 8527, total block: 16091
Cost = 4, Tag Correct(%) = 0.921997
current: 8627, total block: 16091
Cost = 2, Tag Correct(%) = 0.922037
current: 8727, total block: 16091
Cost = 2, Tag Correct(%) = 0.92201
current: 8827, total block: 16091
Cost = 5, Tag Correct(%) = 0.922018
current: 8927, total block: 16091
Cost = 2, Tag Correct(%) = 0.922088
current: 9027, total block: 16091
Cost = 2, Tag Correct(%) = 0.922061
current: 9127, total block: 16091
Cost = 0, Tag Correct(%) = 0.922117
current: 9227, total block: 16091
Cost = 0, Tag Correct(%) = 0.922101
current: 9327, total block: 16091
Cost = 2, Tag Correct(%) = 0.922096
current: 9427, total block: 16091
Cost = 0, Tag Correct(%) = 0.922083
current: 9527, total block: 16091
Cost = 3, Tag Correct(%) = 0.92208
current: 9627, total block: 16091
Cost = 0, Tag Correct(%) = 0.922053
current: 9727, total block: 16091
Cost = 7, Tag Correct(%) = 0.922058
current: 9827, total block: 16091
Cost = 4, Tag Correct(%) = 0.922022
current: 9927, total block: 16091
Cost = 3, Tag Correct(%) = 0.922011
current: 10027, total block: 16091
Cost = 0, Tag Correct(%) = 0.922022
current: 10127, total block: 16091
Cost = 6, Tag Correct(%) = 0.921985
current: 10227, total block: 16091
Cost = 4, Tag Correct(%) = 0.921857
current: 10327, total block: 16091
Cost = 1, Tag Correct(%) = 0.921881
current: 10427, total block: 16091
Cost = 1, Tag Correct(%) = 0.921905
current: 10527, total block: 16091
Cost = 0, Tag Correct(%) = 0.921897
current: 10627, total block: 16091
Cost = 0, Tag Correct(%) = 0.921872
current: 10727, total block: 16091
Cost = 1, Tag Correct(%) = 0.921869
current: 10827, total block: 16091
Cost = 0, Tag Correct(%) = 0.921843
current: 10927, total block: 16091
Cost = 0, Tag Correct(%) = 0.921934
current: 11027, total block: 16091
Cost = 3, Tag Correct(%) = 0.921846
current: 11127, total block: 16091
Cost = 3, Tag Correct(%) = 0.921964
current: 11227, total block: 16091
Cost = 3, Tag Correct(%) = 0.921917
current: 11327, total block: 16091
Cost = 2, Tag Correct(%) = 0.921818
current: 11427, total block: 16091
Cost = 1, Tag Correct(%) = 0.921811
current: 11527, total block: 16091
Cost = 2, Tag Correct(%) = 0.921788
current: 11627, total block: 16091
Cost = 2, Tag Correct(%) = 0.921751
current: 11727, total block: 16091
Cost = 2, Tag Correct(%) = 0.921737
current: 11827, total block: 16091
Cost = 0, Tag Correct(%) = 0.921671
current: 11927, total block: 16091
Cost = 6, Tag Correct(%) = 0.921684
current: 12027, total block: 16091
Cost = 0, Tag Correct(%) = 0.921669
current: 12127, total block: 16091
Cost = 0, Tag Correct(%) = 0.92172
current: 12227, total block: 16091
Cost = 0, Tag Correct(%) = 0.921833
current: 12327, total block: 16091
Cost = 1, Tag Correct(%) = 0.92185
current: 12427, total block: 16091
Cost = 4, Tag Correct(%) = 0.921853
current: 12527, total block: 16091
Cost = 0, Tag Correct(%) = 0.921908
current: 12627, total block: 16091
Cost = 0, Tag Correct(%) = 0.921922
current: 12727, total block: 16091
Cost = 0, Tag Correct(%) = 0.921892
current: 12827, total block: 16091
Cost = 0, Tag Correct(%) = 0.921917
current: 12927, total block: 16091
Cost = 0, Tag Correct(%) = 0.921808
current: 13027, total block: 16091
Cost = 6, Tag Correct(%) = 0.921811
current: 13127, total block: 16091
Cost = 1, Tag Correct(%) = 0.921801
current: 13227, total block: 16091
Cost = 0, Tag Correct(%) = 0.921884
current: 13327, total block: 16091
Cost = 5, Tag Correct(%) = 0.921879
current: 13427, total block: 16091
Cost = 5, Tag Correct(%) = 0.92191
current: 13527, total block: 16091
Cost = 9, Tag Correct(%) = 0.921936
current: 13627, total block: 16091
Cost = 1, Tag Correct(%) = 0.921922
current: 13727, total block: 16091
Cost = 2, Tag Correct(%) = 0.921816
current: 13827, total block: 16091
Cost = 1, Tag Correct(%) = 0.921792
current: 13927, total block: 16091
Cost = 3, Tag Correct(%) = 0.921802
current: 14027, total block: 16091
Cost = 4, Tag Correct(%) = 0.921858
current: 14127, total block: 16091
Cost = 6, Tag Correct(%) = 0.921866
current: 14227, total block: 16091
Cost = 0, Tag Correct(%) = 0.921866
current: 14327, total block: 16091
Cost = 10, Tag Correct(%) = 0.921856
current: 14427, total block: 16091
Cost = 0, Tag Correct(%) = 0.921808
current: 14527, total block: 16091
Cost = 4, Tag Correct(%) = 0.921784
current: 14627, total block: 16091
Cost = 2, Tag Correct(%) = 0.921863
current: 14727, total block: 16091
Cost = 0, Tag Correct(%) = 0.92183
current: 14827, total block: 16091
Cost = 0, Tag Correct(%) = 0.921813
current: 14927, total block: 16091
Cost = 3, Tag Correct(%) = 0.921878
current: 15027, total block: 16091
Cost = 1, Tag Correct(%) = 0.92187
current: 15127, total block: 16091
Cost = 0, Tag Correct(%) = 0.92186
current: 15227, total block: 16091
Cost = 3, Tag Correct(%) = 0.921866
current: 15327, total block: 16091
Cost = 1, Tag Correct(%) = 0.921831
current: 15427, total block: 16091
Cost = 3, Tag Correct(%) = 0.921843
current: 15527, total block: 16091
Cost = 2, Tag Correct(%) = 0.921811
current: 15627, total block: 16091
Cost = 0, Tag Correct(%) = 0.921836
current: 15727, total block: 16091
Cost = 7, Tag Correct(%) = 0.921906
current: 15827, total block: 16091
Cost = 5, Tag Correct(%) = 0.921889
current: 15927, total block: 16091
Cost = 0, Tag Correct(%) = 0.921894
current: 16027, total block: 16091
Cost = 0, Tag Correct(%) = 0.921886
Accuracy:	P=19252/20454=0.941234
Exceeds best previous performance of 0.940207. Saving model file..
##### Iteration 4
current: 36, total block: 16091
Cost = 1, Tag Correct(%) = 0.938939
current: 136, total block: 16091
Cost = 1, Tag Correct(%) = 0.934164
current: 236, total block: 16091
Cost = 3, Tag Correct(%) = 0.939528
current: 336, total block: 16091
Cost = 1, Tag Correct(%) = 0.938882
current: 436, total block: 16091
Cost = 4, Tag Correct(%) = 0.937757
current: 536, total block: 16091
Cost = 0, Tag Correct(%) = 0.937309
current: 636, total block: 16091
Cost = 1, Tag Correct(%) = 0.935244
current: 736, total block: 16091
Cost = 0, Tag Correct(%) = 0.934675
current: 836, total block: 16091
Cost = 1, Tag Correct(%) = 0.933143
current: 936, total block: 16091
Cost = 1, Tag Correct(%) = 0.933748
current: 1036, total block: 16091
Cost = 1, Tag Correct(%) = 0.93317
current: 1136, total block: 16091
Cost = 3, Tag Correct(%) = 0.934053
current: 1236, total block: 16091
Cost = 2, Tag Correct(%) = 0.93591
current: 1336, total block: 16091
Cost = 1, Tag Correct(%) = 0.935541
current: 1436, total block: 16091
Cost = 1, Tag Correct(%) = 0.935144
current: 1536, total block: 16091
Cost = 0, Tag Correct(%) = 0.934973
current: 1636, total block: 16091
