wordCutOff = 0
featCutOff = 0
charCutOff = 0
initRange = 0.01
maxIter = 1000
batchSize = 1
adaEps = 1e-06
adaAlpha = 0.01
regParameter = 1e-08
dropProb = 0
linearHiddenSize = 30
hiddenSize = 200
rnnHiddenSize = 300
wordEmbSize = 50
wordcontext = 2
wordEmbFineTune = 1
charEmbSize = 50
charcontext = 2
charEmbFineTune = 1
charhiddenSize = 50
verboseIter = 100
saveItermediate = 1
train = 0
maxInstance = -1
outBest = 
relu = 0
seg = 0
atomLayers = 1
rnnLayers = 1

instance num: 16091

instance num: 803
Creating Alphabet...
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
Label num: 32
Total word num: 34336
Total char num: 4085
Total feature num: 905734
Remain feature num: 905734
Remain words num: 34338
Remain char num: 4087
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
100 200 300 400 500 600 700 800 803 
0 
##### Iteration 0
current: 100, total block: 16091
current: 1036, total block: 16091
Cost = 2, Tag Correct(%) = 0.912374
current: 1136, total block: 16091
Cost = 1, Tag Correct(%) = 0.913769
current: 1236, total block: 16091
Cost = 0, Tag Correct(%) = 0.913566
current: 1336, total block: 16091
Cost = 2, Tag Correct(%) = 0.913733
current: 1436, total block: 16091
Cost = 3, Tag Correct(%) = 0.913303
current: 1536, total block: 16091
Cost = 0, Tag Correct(%) = 0.913237
current: 1636, total block: 16091
Cost = 2, Tag Correct(%) = 0.912744
current: 1736, total block: 16091
Cost = 7, Tag Correct(%) = 0.912961
current: 1836, total block: 16091
Cost = 0, Tag Correct(%) = 0.913218
current: 1936, total block: 16091
Cost = 0, Tag Correct(%) = 0.913264
current: 2036, total block: 16091
Cost = 9, Tag Correct(%) = 0.913883
current: 2136, total block: 16091
Cost = 2, Tag Correct(%) = 0.913962
current: 2236, total block: 16091
Cost = 0, Tag Correct(%) = 0.913817
current: 2336, total block: 16091
Cost = 0, Tag Correct(%) = 0.914095
current: 2436, total block: 16091
Cost = 3, Tag Correct(%) = 0.914499
current: 2536, total block: 16091
Cost = 1, Tag Correct(%) = 0.914354
current: 2636, total block: 16091
Cost = 0, Tag Correct(%) = 0.914438
current: 2736, total block: 16091
Cost = 0, Tag Correct(%) = 0.914354
current: 2836, total block: 16091
Cost = 3, Tag Correct(%) = 0.914458
current: 2936, total block: 16091
Cost = 2, Tag Correct(%) = 0.914579
current: 3036, total block: 16091
Cost = 2, Tag Correct(%) = 0.914491
current: 3136, total block: 16091
Cost = 0, Tag Correct(%) = 0.914331
current: 3236, total block: 16091
Cost = 1, Tag Correct(%) = 0.914106
current: 3336, total block: 16091
Cost = 7, Tag Correct(%) = 0.914209
current: 3436, total block: 16091
Cost = 5, Tag Correct(%) = 0.914201
current: 3536, total block: 16091
Cost = 11, Tag Correct(%) = 0.914156
current: 3636, total block: 16091
Cost = 1, Tag Correct(%) = 0.914164
current: 3736, total block: 16091
Cost = 1, Tag Correct(%) = 0.914113
current: 3836, total block: 16091
Cost = 2, Tag Correct(%) = 0.914332
current: 3936, total block: 16091
Cost = 0, Tag Correct(%) = 0.914328
current: 4036, total block: 16091
Cost = 9, Tag Correct(%) = 0.914376
current: 4136, total block: 16091
Cost = 1, Tag Correct(%) = 0.914432
current: 4236, total block: 16091
Cost = 1, Tag Correct(%) = 0.914236
current: 4336, total block: 16091
Cost = 3, Tag Correct(%) = 0.914455
current: 4436, total block: 16091
Cost = 0, Tag Correct(%) = 0.914568
current: 4536, total block: 16091
Cost = 2, Tag Correct(%) = 0.914548
current: 4636, total block: 16091
Cost = 3, Tag Correct(%) = 0.914643
current: 4736, total block: 16091
Cost = 0, Tag Correct(%) = 0.914691
current: 4836, total block: 16091
Cost = 1, Tag Correct(%) = 0.914654
current: 4936, total block: 16091
Cost = 1, Tag Correct(%) = 0.914804
current: 5036, total block: 16091
Cost = 2, Tag Correct(%) = 0.91488
current: 5136, total block: 16091
Cost = 4, Tag Correct(%) = 0.914913
current: 5236, total block: 16091
Cost = 0, Tag Correct(%) = 0.915092
current: 5336, total block: 16091
Cost = 1, Tag Correct(%) = 0.915048
current: 5436, total block: 16091
Cost = 1, Tag Correct(%) = 0.915031
current: 5536, total block: 16091
Cost = 0, Tag Correct(%) = 0.915126
current: 5636, total block: 16091
Cost = 2, Tag Correct(%) = 0.915038
current: 5736, total block: 16091
Cost = 0, Tag Correct(%) = 0.914937
current: 5836, total block: 16091
Cost = 2, Tag Correct(%) = 0.91479
current: 5936, total block: 16091
Cost = 0, Tag Correct(%) = 0.914706
current: 6036, total block: 16091
Cost = 4, Tag Correct(%) = 0.914936
current: 6136, total block: 16091
Cost = 5, Tag Correct(%) = 0.915016
current: 6236, total block: 16091
Cost = 0, Tag Correct(%) = 0.915235
current: 6336, total block: 16091
Cost = 1, Tag Correct(%) = 0.915353
current: 6436, total block: 16091
Cost = 1, Tag Correct(%) = 0.915242
current: 6536, total block: 16091
Cost = 2, Tag Correct(%) = 0.91538
current: 6636, total block: 16091
Cost = 2, Tag Correct(%) = 0.915352
current: 6736, total block: 16091
Cost = 9, Tag Correct(%) = 0.915387
current: 6836, total block: 16091
Cost = 3, Tag Correct(%) = 0.915313
current: 6936, total block: 16091
Cost = 0, Tag Correct(%) = 0.91536
current: 7036, total block: 16091
Cost = 1, Tag Correct(%) = 0.91536
current: 7136, total block: 16091
Cost = 8, Tag Correct(%) = 0.915356
current: 7236, total block: 16091
Cost = 2, Tag Correct(%) = 0.915303
current: 7336, total block: 16091
Cost = 0, Tag Correct(%) = 0.915302
current: 7436, total block: 16091
Cost = 0, Tag Correct(%) = 0.915285
current: 7536, total block: 16091
Cost = 1, Tag Correct(%) = 0.915376
current: 7636, total block: 16091
Cost = 2, Tag Correct(%) = 0.915348
current: 7736, total block: 16091
Cost = 1, Tag Correct(%) = 0.915312
current: 7836, total block: 16091
Cost = 1, Tag Correct(%) = 0.915281
current: 7936, total block: 16091
Cost = 0, Tag Correct(%) = 0.915234
current: 8036, total block: 16091
Cost = 4, Tag Correct(%) = 0.915262
current: 8136, total block: 16091
Cost = 6, Tag Correct(%) = 0.915283
current: 8236, total block: 16091
Cost = 9, Tag Correct(%) = 0.915218
current: 8336, total block: 16091
Cost = 2, Tag Correct(%) = 0.915202
current: 8436, total block: 16091
Cost = 1, Tag Correct(%) = 0.915261
current: 8536, total block: 16091
Cost = 2, Tag Correct(%) = 0.915261
current: 8636, total block: 16091
Cost = 4, Tag Correct(%) = 0.915155
current: 8736, total block: 16091
Cost = 5, Tag Correct(%) = 0.915156
current: 8836, total block: 16091
Cost = 1, Tag Correct(%) = 0.915137
current: 8936, total block: 16091
Cost = 4, Tag Correct(%) = 0.915149
current: 9036, total block: 16091
Cost = 0, Tag Correct(%) = 0.915196
current: 9136, total block: 16091
Cost = 0, Tag Correct(%) = 0.915266
current: 9236, total block: 16091
Cost = 0, Tag Correct(%) = 0.915232
current: 9336, total block: 16091
Cost = 2, Tag Correct(%) = 0.915312
current: 9436, total block: 16091
Cost = 0, Tag Correct(%) = 0.915234
current: 9536, total block: 16091
Cost = 2, Tag Correct(%) = 0.915228
current: 9636, total block: 16091
Cost = 0, Tag Correct(%) = 0.91527
current: 9736, total block: 16091
Cost = 3, Tag Correct(%) = 0.915206
current: 9836, total block: 16091
Cost = 4, Tag Correct(%) = 0.915277
current: 9936, total block: 16091
Cost = 8, Tag Correct(%) = 0.915366
current: 10036, total block: 16091
Cost = 7, Tag Correct(%) = 0.915301
current: 10136, total block: 16091
Cost = 0, Tag Correct(%) = 0.915303
current: 10236, total block: 16091
Cost = 0, Tag Correct(%) = 0.915172
current: 10336, total block: 16091
Cost = 7, Tag Correct(%) = 0.915197
current: 10436, total block: 16091
Cost = 0, Tag Correct(%) = 0.915177
current: 10536, total block: 16091
Cost = 0, Tag Correct(%) = 0.915247
current: 10636, total block: 16091
Cost = 3, Tag Correct(%) = 0.915226
current: 10736, total block: 16091
Cost = 3, Tag Correct(%) = 0.915206
current: 10836, total block: 16091
Cost = 7, Tag Correct(%) = 0.91524
current: 10936, total block: 16091
Cost = 5, Tag Correct(%) = 0.915194
current: 11036, total block: 16091
Cost = 0, Tag Correct(%) = 0.915161
current: 11136, total block: 16091
Cost = 5, Tag Correct(%) = 0.91513
current: 11236, total block: 16091
Cost = 1, Tag Correct(%) = 0.915214
current: 11336, total block: 16091
Cost = 5, Tag Correct(%) = 0.915194
current: 11436, total block: 16091
Cost = 0, Tag Correct(%) = 0.915158
current: 11536, total block: 16091
Cost = 0, Tag Correct(%) = 0.915126
current: 11636, total block: 16091
Cost = 2, Tag Correct(%) = 0.915115
current: 11736, total block: 16091
Cost = 12, Tag Correct(%) = 0.915235
current: 11836, total block: 16091
Cost = 6, Tag Correct(%) = 0.915167
current: 11936, total block: 16091
Cost = 0, Tag Correct(%) = 0.915094
current: 12036, total block: 16091
Cost = 0, Tag Correct(%) = 0.915121
current: 12136, total block: 16091
Cost = 1, Tag Correct(%) = 0.915178
current: 12236, total block: 16091
Cost = 0, Tag Correct(%) = 0.91519
current: 12336, total block: 16091
Cost = 3, Tag Correct(%) = 0.915213
current: 12436, total block: 16091
Cost = 0, Tag Correct(%) = 0.915225
current: 12536, total block: 16091
Cost = 2, Tag Correct(%) = 0.915289
current: 12636, total block: 16091
Cost = 2, Tag Correct(%) = 0.915358
current: 12736, total block: 16091
Cost = 4, Tag Correct(%) = 0.915332
current: 12836, total block: 16091
Cost = 7, Tag Correct(%) = 0.915238
current: 12936, total block: 16091
Cost = 0, Tag Correct(%) = 0.915246
current: 13036, total block: 16091
Cost = 6, Tag Correct(%) = 0.915287
current: 13136, total block: 16091
Cost = 3, Tag Correct(%) = 0.915262
current: 13236, total block: 16091
Cost = 1, Tag Correct(%) = 0.9153
current: 13336, total block: 16091
Cost = 0, Tag Correct(%) = 0.915298
current: 13436, total block: 16091
Cost = 7, Tag Correct(%) = 0.91528
current: 13536, total block: 16091
Cost = 1, Tag Correct(%) = 0.915248
current: 13636, total block: 16091
Cost = 6, Tag Correct(%) = 0.915226
current: 13736, total block: 16091
Cost = 8, Tag Correct(%) = 0.915193
current: 13836, total block: 16091
Cost = 2, Tag Correct(%) = 0.915215
current: 13936, total block: 16091
Cost = 6, Tag Correct(%) = 0.915178
current: 14036, total block: 16091
Cost = 2, Tag Correct(%) = 0.91513
current: 14136, total block: 16091
Cost = 1, Tag Correct(%) = 0.915074
current: 14236, total block: 16091
Cost = 9, Tag Correct(%) = 0.915013
current: 14336, total block: 16091
Cost = 4, Tag Correct(%) = 0.914966
current: 14436, total block: 16091
Cost = 1, Tag Correct(%) = 0.91504
current: 14536, total block: 16091
Cost = 0, Tag Correct(%) = 0.915072
current: 14636, total block: 16091
Cost = 4, Tag Correct(%) = 0.91502
current: 14736, total block: 16091
Cost = 1, Tag Correct(%) = 0.915003
current: 14836, total block: 16091
Cost = 7, Tag Correct(%) = 0.91503
current: 14936, total block: 16091
Cost = 3, Tag Correct(%) = 0.915054
current: 15036, total block: 16091
Cost = 1, Tag Correct(%) = 0.915068
current: 15136, total block: 16091
Cost = 0, Tag Correct(%) = 0.915097
current: 15236, total block: 16091
Cost = 2, Tag Correct(%) = 0.915074
current: 15336, total block: 16091
Cost = 0, Tag Correct(%) = 0.915164
current: 15436, total block: 16091
Cost = 0, Tag Correct(%) = 0.915198
current: 15536, total block: 16091
Cost = 0, Tag Correct(%) = 0.915174
current: 15636, total block: 16091
Cost = 4, Tag Correct(%) = 0.915201
current: 15736, total block: 16091
Cost = 0, Tag Correct(%) = 0.915216
current: 15836, total block: 16091
Cost = 1, Tag Correct(%) = 0.915139
current: 15936, total block: 16091
Cost = 2, Tag Correct(%) = 0.915183
current: 16036, total block: 16091
Cost = 1, Tag Correct(%) = 0.915197
Accuracy:	P=18829/20454=0.920553
Exceeds best previous performance of 0.918891. Saving model file..
##### Iteration 5
current: 45, total block: 16091
Cost = 4, Tag Correct(%) = 0.923014
current: 145, total block: 16091
Cost = 0, Tag Correct(%) = 0.925381
current: 245, total block: 16091
Cost = 3, Tag Correct(%) = 0.927091
current: 345, total block: 16091
Cost = 0, Tag Correct(%) = 0.928116
current: 445, total block: 16091
Cost = 1, Tag Correct(%) = 0.928757
current: 545, total block: 16091
Cost = 3, Tag Correct(%) = 0.9311
current: 645, total block: 16091
Cost = 5, Tag Correct(%) = 0.928498
current: 745, total block: 16091
Cost = 0, Tag Correct(%) = 0.929024
current: 845, total block: 16091
Cost = 2, Tag Correct(%) = 0.927985
current: 945, total block: 16091
Cost = 0, Tag Correct(%) = 0.928279
current: 1045, total block: 16091
Cost = 3, Tag Correct(%) = 0.92891
current: 1145, total block: 16091
Cost = 0, Tag Correct(%) = 0.928775
current: 1245, total block: 16091
Cost = 2, Tag Correct(%) = 0.928845
current: 1345, total block: 16091
Cost = 1, Tag Correct(%) = 0.928996
current: 1445, total block: 16091
Cost = 14, Tag Correct(%) = 0.92897
current: 1545, total block: 16091
Cost = 3, Tag Correct(%) = 0.928625
current: 1645, total block: 16091
Cost = 10, Tag Correct(%) = 0.928887
current: 1745, total block: 16091
Cost = 2, Tag Correct(%) = 0.92857
current: 1845, total block: 16091
Cost = 2, Tag Correct(%) = 0.929092
current: 1945, total block: 16091
Cost = 4, Tag Correct(%) = 0.928683
current: 2045, total block: 16091
Cost = 4, Tag Correct(%) = 0.928907
current: 2145, total block: 16091
Cost = 2, Tag Correct(%) = 0.928212
current: 2245, total block: 16091
Cost = 1, Tag Correct(%) = 0.928004
current: 2345, total block: 16091
Cost = 0, Tag Correct(%) = 0.927809
current: 2445, total block: 16091
Cost = 0, Tag Correct(%) = 0.927761
current: 2545, total block: 16091
Cost = 3, Tag Correct(%) = 0.927645
current: 2645, total block: 16091
Cost = 0, Tag Correct(%) = 0.927751
current: 2745, total block: 16091
Cost = 0, Tag Correct(%) = 0.927431
current: 2845, total block: 16091
Cost = 1, Tag Correct(%) = 0.927241
current: 2945, total block: 16091
Cost = 2, Tag Correct(%) = 0.927391
current: 3045, total block: 16091
Cost = 2, Tag Correct(%) = 0.927363
current: 3145, total block: 16091
Cost = 2, Tag Correct(%) = 0.927799
current: 3245, total block: 16091
Cost = 4, Tag Correct(%) = 0.92746
current: 3345, total block: 16091
Cost = 5, Tag Correct(%) = 0.927105
current: 3445, total block: 16091
Cost = 0, Tag Correct(%) = 0.927036
current: 3545, total block: 16091
Cost = 6, Tag Correct(%) = 0.926857
current: 3645, total block: 16091
Cost = 1, Tag Correct(%) = 0.92661
current: 3745, total block: 16091
Cost = 3, Tag Correct(%) = 0.926888
current: 3845, total block: 16091
Cost = 1, Tag Correct(%) = 0.926902
current: 3945, total block: 16091
Cost = 2, Tag Correct(%) = 0.926854
current: 4045, total block: 16091
Cost = 2, Tag Correct(%) = 0.927069
current: 4145, total block: 16091
Cost = 8, Tag Correct(%) = 0.927122
current: 4245, total block: 16091
Cost = 3, Tag Correct(%) = 0.926995
current: 4345, total block: 16091
Cost = 0, Tag Correct(%) = 0.9271
current: 4445, total block: 16091
Cost = 0, Tag Correct(%) = 0.927186
current: 4545, total block: 16091
Cost = 2, Tag Correct(%) = 0.927384
current: 4645, total block: 16091
Cost = 0, Tag Correct(%) = 0.927475
current: 4745, total block: 16091
Cost = 6, Tag Correct(%) = 0.927486
current: 4845, total block: 16091
Cost = 1, Tag Correct(%) = 0.927465
current: 4945, total block: 16091
Cost = 0, Tag Correct(%) = 0.927379
current: 5045, total block: 16091
Cost = 0, Tag Correct(%) = 0.927508
current: 5145, total block: 16091
Cost = 0, Tag Correct(%) = 0.927504
current: 5245, total block: 16091
Cost = 4, Tag Correct(%) = 0.927445
current: 5345, total block: 16091
Cost = 0, Tag Correct(%) = 0.927536
current: 5445, total block: 16091
Cost = 0, Tag Correct(%) = 0.927532
current: 5545, total block: 16091
Cost = 2, Tag Correct(%) = 0.927498
current: 5645, total block: 16091
Cost = 5, Tag Correct(%) = 0.927379
current: 5745, total block: 16091
Cost = 1, Tag Correct(%) = 0.92727
current: 5845, total block: 16091
Cost = 0, Tag Correct(%) = 0.927346
current: 5945, total block: 16091
Cost = 0, Tag Correct(%) = 0.927419
current: 6045, total block: 16091
Cost = 2, Tag Correct(%) = 0.927427
current: 6145, total block: 16091
Cost = 2, Tag Correct(%) = 0.927354
current: 6245, total block: 16091
Cost = 1, Tag Correct(%) = 0.927418
current: 6345, total block: 16091
Cost = 0, Tag Correct(%) = 0.927424
current: 6445, total block: 16091
Cost = 0, Tag Correct(%) = 0.927485
current: 6545, total block: 16091
Cost = 0, Tag Correct(%) = 0.927479
current: 6645, total block: 16091
Cost = 1, Tag Correct(%) = 0.927556
current: 6745, total block: 16091
Cost = 1, Tag Correct(%) = 0.927511
current: 6845, total block: 16091
Cost = 1, Tag Correct(%) = 0.927534
current: 6945, total block: 16091
Cost = 0, Tag Correct(%) = 0.927456
current: 7045, total block: 16091
Cost = 1, Tag Correct(%) = 0.927428
current: 7145, total block: 16091
Cost = 0, Tag Correct(%) = 0.927501
current: 7245, total block: 16091
Cost = 2, Tag Correct(%) = 0.927441
current: 7345, total block: 16091
Cost = 1, Tag Correct(%) = 0.927376
current: 7445, total block: 16091
Cost = 8, Tag Correct(%) = 0.927378
current: 7545, total block: 16091
Cost = 5, Tag Correct(%) = 0.927448
current: 7645, total block: 16091
Cost = 1, Tag Correct(%) = 0.927445
current: 7745, total block: 16091
Cost = 3, Tag Correct(%) = 0.927422
current: 7845, total block: 16091
Cost = 0, Tag Correct(%) = 0.927224
current: 7945, total block: 16091
Cost = 2, Tag Correct(%) = 0.927272
current: 8045, total block: 16091
Cost = 3, Tag Correct(%) = 0.927149
current: 8145, total block: 16091
Cost = 2, Tag Correct(%) = 0.927141
current: 8245, total block: 16091
Cost = 0, Tag Correct(%) = 0.927124
current: 8345, total block: 16091
Cost = 0, Tag Correct(%) = 0.927214
current: 8445, total block: 16091
Cost = 2, Tag Correct(%) = 0.927255
current: 8545, total block: 16091
Cost = 2, Tag Correct(%) = 0.927138
current: 8645, total block: 16091
Cost = 1, Tag Correct(%) = 0.927194
current: 8745, total block: 16091
Cost = 3, Tag Correct(%) = 0.927161
current: 8845, total block: 16091
Cost = 1, Tag Correct(%) = 0.927075
current: 8945, total block: 16091
Cost = 1, Tag Correct(%) = 0.927016
current: 9045, total block: 16091
Cost = 0, Tag Correct(%) = 0.927035
current: 9145, total block: 16091
Cost = 0, Tag Correct(%) = 0.926986
current: 9245, total block: 16091
Cost = 0, Tag Correct(%) = 0.927016
current: 9345, total block: 16091
Cost = 1, Tag Correct(%) = 0.926997
current: 9445, total block: 16091
Cost = 0, Tag Correct(%) = 0.926962
current: 9545, total block: 16091
Cost = 1, Tag Correct(%) = 0.927024
current: 9645, total block: 16091
Cost = 0, Tag Correct(%) = 0.927112
current: 9745, total block: 16091
Cost = 9, Tag Correct(%) = 0.927119
current: 9845, total block: 16091
Cost = 0, Tag Correct(%) = 0.927066
current: 9945, total block: 16091
Cost = 3, Tag Correct(%) = 0.927078
current: 10045, total block: 16091
Cost = 3, Tag Correct(%) = 0.927076
current: 10145, total block: 16091
Cost = 0, Tag Correct(%) = 0.927098
current: 10245, total block: 16091
Cost = 5, Tag Correct(%) = 0.927116
current: 10345, total block: 16091
Cost = 1, Tag Correct(%) = 0.927096
current: 10445, total block: 16091
Cost = 0, Tag Correct(%) = 0.927143
current: 10545, total block: 16091
Cost = 0, Tag Correct(%) = 0.927077
current: 10645, total block: 16091
Cost = 3, Tag Correct(%) = 0.927022
current: 10745, total block: 16091
Cost = 2, Tag Correct(%) = 0.926988
current: 10845, total block: 16091
Cost = 0, Tag Correct(%) = 0.927007
current: 10945, total block: 16091
Cost = 0, Tag Correct(%) = 0.926992
current: 11045, total block: 16091
Cost = 5, Tag Correct(%) = 0.926997
current: 11145, total block: 16091
Cost = 0, Tag Correct(%) = 0.927053
current: 11245, total block: 16091
Cost = 3, Tag Correct(%) = 0.927055
current: 11345, total block: 16091
Cost = 2, Tag Correct(%) = 0.927042
current: 11445, total block: 16091
Cost = 1, Tag Correct(%) = 0.927031
current: 11545, total block: 16091
Cost = 0, Tag Correct(%) = 0.927037
current: 11645, total block: 16091
Cost = 1, Tag Correct(%) = 0.92697
current: 11745, total block: 16091
Cost = 1, Tag Correct(%) = 0.926972
current: 11845, total block: 16091
Cost = 0, Tag Correct(%) = 0.926957
current: 11945, total block: 16091
Cost = 0, Tag Correct(%) = 0.926915
current: 12045, total block: 16091
Cost = 2, Tag Correct(%) = 0.926944
current: 12145, total block: 16091
Cost = 0, Tag Correct(%) = 0.926982
current: 12245, total block: 16091
Cost = 0, Tag Correct(%) = 0.926959
current: 12345, total block: 16091
Cost = 2, Tag Correct(%) = 0.926954
current: 12445, total block: 16091
Cost = 1, Tag Correct(%) = 0.926973
current: 12545, total block: 16091
Cost = 0, Tag Correct(%) = 0.926963
current: 12645, total block: 16091
Cost = 0, Tag Correct(%) = 0.926982
current: 12745, total block: 16091
Cost = 1, Tag Correct(%) = 0.92697
current: 12845, total block: 16091
Cost = 6, Tag Correct(%) = 0.926993
current: 12945, total block: 16091
Cost = 0, Tag Correct(%) = 0.926979
current: 13045, total block: 16091
Cost = 5, Tag Correct(%) = 0.926965
current: 13145, total block: 16091
Cost = 3, Tag Correct(%) = 0.926914
current: 13245, total block: 16091
Cost = 0, Tag Correct(%) = 0.926955
current: 13345, total block: 16091
Cost = 1, Tag Correct(%) = 0.926931
current: 13445, total block: 16091
Cost = 0, Tag Correct(%) = 0.926985
current: 13545, total block: 16091
Cost = 0, Tag Correct(%) = 0.926975
current: 13645, total block: 16091
Cost = 2, Tag Correct(%) = 0.927018
current: 13745, total block: 16091
Cost = 9, Tag Correct(%) = 0.927023
current: 13845, total block: 16091
Cost = 1, Tag Correct(%) = 0.926998
current: 13945, total block: 16091
Cost = 1, Tag Correct(%) = 0.926947
current: 14045, total block: 16091
Cost = 1, Tag Correct(%) = 0.927002
current: 14145, total block: 16091
Cost = 1, Tag Correct(%) = 0.927014
current: 14245, total block: 16091
Cost = 0, Tag Correct(%) = 0.927054
current: 14345, total block: 16091
Cost = 4, Tag Correct(%) = 0.927098
current: 14445, total block: 16091
Cost = 0, Tag Correct(%) = 0.927108
current: 14545, total block: 16091
Cost = 4, Tag Correct(%) = 0.927129
current: 14645, total block: 16091
Cost = 1, Tag Correct(%) = 0.927117
current: 14745, total block: 16091
Cost = 3, Tag Correct(%) = 0.927121
current: 14845, total block: 16091
Cost = 1, Tag Correct(%) = 0.927175
current: 14945, total block: 16091
Cost = 1, Tag Correct(%) = 0.92718
current: 15045, total block: 16091
Cost = 11, Tag Correct(%) = 0.927135
current: 15145, total block: 16091
Cost = 2, Tag Correct(%) = 0.927091
current: 15245, total block: 16091
Cost = 1, Tag Correct(%) = 0.927083
current: 15345, total block: 16091
Cost = 0, Tag Correct(%) = 0.927131
current: 15445, total block: 16091
Cost = 2, Tag Correct(%) = 0.927104
current: 15545, total block: 16091
Cost = 2, Tag Correct(%) = 0.927143
current: 15645, total block: 16091
Cost = 3, Tag Correct(%) = 0.927099
current: 15745, total block: 16091
Cost = 4, Tag Correct(%) = 0.927063
current: 15845, total block: 16091
Cost = 0, Tag Correct(%) = 0.927057
current: 15945, total block: 16091
Cost = 0, Tag Correct(%) = 0.927134
current: 16045, total block: 16091
Cost = 2, Tag Correct(%) = 0.927155
Accuracy:	P=18824/20454=0.920309
##### Iteration 6
current: 54, total block: 16091
Cost = 0, Tag Correct(%) = 0.942321
current: 154, total block: 16091
Cost = 0, Tag Correct(%) = 0.931366
current: 254, total block: 16091
Cost = 5, Tag Correct(%) = 0.933011
current: 354, total block: 16091
Cost = 0, Tag Correct(%) = 0.932569
current: 454, total block: 16091
Cost = 5, Tag Correct(%) = 0.932451
current: 554, total block: 16091
Cost = 0, Tag Correct(%) = 0.93216
current: 654, total block: 16091
Cost = 0, Tag Correct(%) = 0.932429
current: 754, total block: 16091
Cost = 0, Tag Correct(%) = 0.933288
current: 854, total block: 16091
Cost = 1, Tag Correct(%) = 0.933007
current: 954, total block: 16091
Cost = 1, Tag Correct(%) = 0.933621
current: 1054, total block: 16091
Cost = 5, Tag Correct(%) = 0.934362
current: 1154, total block: 16091
Cost = 3, Tag Correct(%) = 0.934599
current: 1254, total block: 16091
Cost = 5, Tag Correct(%) = 0.933658
current: 1354, total block: 16091
Cost = 2, Tag Correct(%) = 0.93398
current: 1454, total block: 16091
Cost = 0, Tag Correct(%) = 0.934921
current: 1554, total block: 16091
Cost = 1, Tag Correct(%) = 0.934838
current: 1654, total block: 16091
Cost = 1, Tag Correct(%) = 0.934712
current: 1754, total block: 16091
Cost = 0, Tag Correct(%) = 0.93479
current: 1854, total block: 16091
Cost = 2, Tag Correct(%) = 0.9346
current: 1954, total block: 16091
Cost = 0, Tag Correct(%) = 0.934885
current: 2054, total block: 16091
Cost = 1, Tag Correct(%) = 0.935258
current: 2154, total block: 16091
Cost = 3, Tag Correct(%) = 0.935075
current: 2254, total block: 16091
Cost = 1, Tag Correct(%) = 0.934863
current: 2354, total block: 16091
Cost = 2, Tag Correct(%) = 0.934882
current: 2454, total block: 16091
Cost = 8, Tag Correct(%) = 0.934814
current: 2554, total block: 16091
Cost = 0, Tag Correct(%) = 0.935018
current: 2654, total block: 16091
Cost = 0, Tag Correct(%) = 0.935231
current: 2754, total block: 16091
Cost = 1, Tag Correct(%) = 0.934928
current: 2854, total block: 16091
Cost = 0, Tag Correct(%) = 0.934614
current: 2954, total block: 16091
Cost = 3, Tag Correct(%) = 0.934499
current: 3054, total block: 16091
Cost = 1, Tag Correct(%) = 0.934548
current: 3154, total block: 16091
Cost = 1, Tag Correct(%) = 0.934528
current: 3254, total block: 16091
Cost = 0, Tag Correct(%) = 0.934639
current: 3354, total block: 16091
Cost = 0, Tag Correct(%) = 0.934577
current: 3454, total block: 16091
Cost = 0, Tag Correct(%) = 0.934645
current: 3554, total block: 16091
Cost = 0, Tag Correct(%) = 0.934741
current: 3654, total block: 16091
Cost = 4, Tag Correct(%) = 0.934709
